drug_name,num_prescriber,total_cost
PHILIP,OXYCODONE-ACETAMINOPHEN,1,2969.57
PHILIP,PANTOPRAZOLE SODIUM,1,375.29
PHILIP,PEG 3350-ELECTROLYTE,1,429.06
PHILIP,PENTASA,1,27448.3
PHILIP,PREDNISONE,1,157.75
PHILIP,PROMETHAZINE HCL,1,244.8
PHILIP,SODIUM CHLORIDE,1,84.63
PHILIP,SUCRALFATE,1,812.52
PHILIP,URSODIOL,1,63501.44
PHILIP,VANCOMYCIN HCL,1,45416.91
PHILIP,WARFARIN SODIUM,1,166.88
PHILIP,ZOLPIDEM TARTRATE,1,216.06
ROBERT,ABILIFY,1,61651.17
ROBERT,ARIPIPRAZOLE,1,35371.11
ROBERT,BENZTROPINE MESYLATE,1,211.29
ROBERT,BUPRENORPHINE-NALOXONE,1,2898.48
ROBERT,BUSPIRONE HCL,2,1297.06
ROBERT,DEXTROAMPHETAMINE-AMPHET ER,1,4181.77
ROBERT,DEXTROAMPHETAMINE-AMPHETAMINE,1,17046.19
ROBERT,DIVALPROEX SODIUM ER,2,6150.09
ROBERT,DOXEPIN HCL,1,304.49
ROBERT,FLUOXETINE HCL,2,1665.46
ROBERT,HALOPERIDOL,1,809.9
ROBERT,HYDROXYZINE HCL,1,240.48
ROBERT,HYDROXYZINE PAMOATE,1,147.9
ROBERT,LAMOTRIGINE,2,2383.3100000000004
ROBERT,LITHIUM CARBONATE,1,280.76
ROBERT,METHYLPHENIDATE HCL,1,1092.71
ROBERT,OLANZAPINE,1,556.42
ROBERT,OXCARBAZEPINE,1,676.82
ROBERT,PRISTIQ ER,1,14935.8
ROBERT,RISPERIDONE,1,3154.63
ROBERT,ROPINIROLE HCL,2,627.33
ROBERT,SUBOXONE,1,5100.4
ROBERT,TEMAZEPAM,2,643.91
ROBERT,THIORIDAZINE HCL,1,252.31
ROBERT,TOPIRAMATE,2,427.7
ROBERT,VENLAFAXINE HCL ER,2,3519.46
ROBERT,ZIPRASIDONE HCL,1,986.7
ALLISON,CYCLOBENZAPRINE HCL,1,1187.32
ALLISON,DULOXETINE HCL,1,1398.73
ALLISON,GABAPENTIN,1,2400.29
ALLISON,LEVETIRACETAM,1,294.91
ALLISON,LIDOCAINE-PRILOCAINE,1,3227.99
ALLISON,TIZANIDINE HCL,1,830.47
ALLISON,TOPIRAMATE,1,262.21
SAFYRAL,1,1654.54
CHARLES,ENBREL,1,96693.42
CHARLES,HUMIRA PEN,1,280726.93
CHARLES,HYDROXYCHLOROQUINE SULFATE,1,32890.36
CHARLES,LEFLUNOMIDE,1,2363.74
TONI,AMLODIPINE BESYLATE,1,106.74
TONI,HYDROCHLOROTHIAZIDE,1,25.36
TONI,LISINOPRIL,1,75.89
TONI,LISINOPRIL-HYDROCHLOROTHIAZIDE,1,76.11
TONI,METFORMIN HCL,1,68.68
TONI,METOPROLOL SUCCINATE,1,312.8
TONI,NAPROXEN,1,105.81
DOXORUBICIN HCL LIPOSOME,2,101110.34
BARRY,AMOXICILLIN,1,200.15
BARRY,CHLORHEXIDINE GLUCONATE,1,301.42
BARRY,CLINDAMYCIN HCL,1,109.34
BARRY,IBUPROFEN,1,197.82
ZITHRANOL,1,6950.72
R.,LOSARTAN POTASSIUM,1,31.92
JOHN,ALPHAGAN P,2,13858.66
JOHN,BRIMONIDINE TARTRATE,2,3943.71
JOHN,COMBIGAN,2,25447.93
JOHN,LUMIGAN,2,75181.29999999999
JOHN,PATANOL,1,5724.06
JOHN,ROPINIROLE HCL,1,219.28
G.,AMOXICILLIN,1,86.56
FRANCIS,ALPRAZOLAM,1,171.48
FRANCIS,BUPROPION HCL SR,1,746.44
FRANCIS,CITALOPRAM HBR,1,176.3
FRANCIS,CLONAZEPAM,1,176.05
FRANCIS,DULOXETINE HCL,1,1209.5
FRANCIS,FLUOXETINE HCL,1,291.95
FRANCIS,GABAPENTIN,1,1020.5
FRANCIS,LORAZEPAM,1,309.63
FRANCIS,MIRTAZAPINE,1,508.0
FRANCIS,PERPHENAZINE,1,3833.7
FRANCIS,QUETIAPINE FUMARATE,1,2247.86
FRANCIS,TEMAZEPAM,1,245.35
FRANCIS,TRAZODONE HCL,1,151.3
FRANCIS,ZOLPIDEM TARTRATE,1,191.9
IMOVAX RABIES VACCINE,1,4750.35
RECOMBIVAX HB,2,1701.57
ALPROSTADIL,1,3873.91
RINGLAND,METOCLOPRAMIDE HCL,1,61.67
OXSORALEN-ULTRA,2,123876.45999999999
KABIVEN,1,3030.32
JAMES,BENAZEPRIL-HYDROCHLOROTHIAZIDE,1,637.58
JAMES,CLORAZEPATE DIPOTASSIUM,1,833.72
JAMES,CYCLOBENZAPRINE HCL,2,1296.57
JAMES,DIAZEPAM,2,318.12
JAMES,GLIPIZIDE ER,1,259.85
JAMES,GLYBURIDE,2,288.94
JAMES,ISOSORBIDE MONONITRATE,1,103.2
JAMES,JANUMET,2,12013.25
JAMES,MECLIZINE HCL,2,518.71
JAMES,METHIMAZOLE,1,100.13
JAMES,METHOCARBAMOL,1,295.36
JAMES,NATEGLINIDE,1,7739.93
JAMES,OXYBUTYNIN CHLORIDE,2,1496.5700000000002
JAMES,OXYBUTYNIN CHLORIDE ER,1,801.61
JAMES,PHENYTOIN SODIUM EXTENDED,2,1490.96
JAMES,SUBOXONE,1,14239.76
JAMES,TRADJENTA,1,4333.92
VIRTPREX,1,0.04
DIASTAT,1,3563.93
CEDAX,1,1954.65
DOXIL,3,109867.90999999999
CELESTONE,1,1986.25
JUDITH,BUPROPION HCL SR,1,257.71
JUDITH,DULOXETINE HCL,1,800.25
JUDITH,HYDROXYZINE HCL,1,138.36
JUDITH,LYRICA,1,7826.1
JUDITH,PAROXETINE HCL,1,171.1
JUDITH,SERTRALINE HCL,1,146.82
JUDITH,TRAZODONE HCL,1,101.48
QNASL CHILDREN,1,4619.69
MICHAEL,CITALOPRAM HBR,1,23.83
MICHAEL,OLANZAPINE,1,203.05
MICHAEL,TRAZODONE HCL,1,55.94
DRITHOCREME HP,1,1299.98
TESTOPEL,6,77778.2
CHIMNOYA,AZITHROMYCIN,1,71.15
CHIMNOYA,CEFDINIR,1,345.31
CHIMNOYA,FUROSEMIDE,1,49.7
CHIMNOYA,HYDROCODONE-ACETAMINOPHEN,1,182.85
CHIMNOYA,LEVOFLOXACIN,1,131.06
CHIMNOYA,PREDNISONE,1,154.72
VERNON,AMOXICILLIN,1,127.29
DAVID,ALLOPURINOL,1,721.49
DAVID,AMLODIPINE BESYLATE,1,355.13
DAVID,ATENOLOL,1,524.68
DAVID,ATORVASTATIN CALCIUM,1,3353.12
DAVID,CITALOPRAM HBR,1,200.21
DAVID,CLONIDINE HCL,1,144.7
DAVID,DOXYCYCLINE HYCLATE,2,3017.8100000000004
DAVID,ESCITALOPRAM OXALATE,1,52.0
DAVID,FINASTERIDE,1,271.19
DAVID,FLUOXETINE HCL,1,74.35
DAVID,FLUTICASONE PROPIONATE,2,845.75
DAVID,FUROSEMIDE,1,187.53
DAVID,HYDROCHLOROTHIAZIDE,1,217.74
DAVID,IBUPROFEN,1,199.43
DAVID,ISOSORBIDE DINITRATE,1,591.8
DAVID,LEVOTHYROXINE SODIUM,1,3413.26
DAVID,LISINOPRIL-HYDROCHLOROTHIAZIDE,1,209.5
DAVID,LOSARTAN POTASSIUM,1,562.61
DAVID,METFORMIN HCL,1,780.72
DAVID,METOPROLOL TARTRATE,1,379.0
DAVID,NAPROXEN,1,246.15
DAVID,NOVOLIN N,1,2563.58
DAVID,PAROXETINE HCL,1,128.68
DAVID,PROPAFENONE HCL,1,175.68
DAVID,SIMVASTATIN,1,1054.6
DAVID,SPIRONOLACTONE,1,256.78
DAVID,TAMSULOSIN HCL,1,1471.39
DAVID,TOLTERODINE TARTRATE ER,1,4699.39
DAVID,TRAMADOL HCL,2,151.45
DAVID,TRAZODONE HCL,1,157.06
DAVID,TRIAMTERENE-HYDROCHLOROTHIAZID,1,288.07
DAVID,WARFARIN SODIUM,1,434.18
JOHN,AZOPT,1,13271.69
JOHN,DOXYCYCLINE HYCLATE,1,1381.29
JOHN,LEVOBUNOLOL HCL,1,206.92
JOHN,SIMBRINZA,1,5168.63
JOHN,TOBRAMYCIN-DEXAMETHASONE,1,2332.36
JOHN,TRAVOPROST,1,2204.78
XOPENEX CONCENTRATE,2,10241.9
CAPECITABINE,1,22417.14
DEMSER,3,872702.06
ADEOLA,ACETAMINOPHEN-CODEINE,1,113.0
ADEOLA,ALPRAZOLAM,1,485.81
ADEOLA,AMLODIPINE BESYLATE,1,43.44
ADEOLA,ATORVASTATIN CALCIUM,1,462.13
ADEOLA,CLONAZEPAM,1,131.28
ADEOLA,DONEPEZIL HCL,1,92.61
ADEOLA,GLIPIZIDE,1,94.56
ADEOLA,HALOPERIDOL,1,1034.22
ADEOLA,HYDRALAZINE HCL,1,100.96
ADEOLA,HYDROCODONE-ACETAMINOPHEN,1,1477.47
ADEOLA,LISINOPRIL,1,139.31
ADEOLA,LORAZEPAM,1,443.65
ADEOLA,MEMANTINE HCL,1,856.33
ADEOLA,METFORMIN HCL,1,39.95
ADEOLA,METOPROLOL TARTRATE,1,45.92
ADEOLA,TRAMADOL HCL,1,148.11
ADEOLA,WARFARIN SODIUM,1,166.45
ADEOLA,ZOLPIDEM TARTRATE,1,101.14
NOVAREL,1,2572.47
WALTER,DIVALPROEX SODIUM ER,1,1797.41
WALTER,GABAPENTIN,1,2556.47
WALTER,KEPPRA,1,14137.52
WALTER,LAMICTAL,1,12959.64
WALTER,LEVETIRACETAM,1,1950.4
WALTER,PHENOBARBITAL,1,72.67
WALTER,PRIMIDONE,1,259.53
WALTER,TECFIDERA,1,174527.22
WALTER,TIZANIDINE HCL,1,829.04
WALTER,TOPIRAMATE,1,322.84
WALTER,VIMPAT,1,7269.33
VIBATIV,1,6884.31
ROBERT,ALPHAGAN P,1,1306.36
ROBERT,COMBIGAN,1,1917.54
ROBERT,LATANOPROST,1,224.87
ROBERT,LUMIGAN,1,4002.37
ROBERT,PATADAY,1,2330.0
ROBERT,TRAVATAN Z,1,3216.27
CARISOPRODOL-ASPIRIN,1,1781.09
BRANDON,ACETAMINOPHEN-CODEINE,1,141.72
BRIDGET,ACETAMINOPHEN-CODEINE,1,74.44
BRIDGET,AMOXICILLIN-CLAVULANATE POTASS,1,196.92
BRIDGET,TRAMADOL HCL,1,34.57
BLINCYTO,1,206824.08
NANCY,FLUOXETINE HCL,1,207.79
NANCY,LEVEMIR,1,4586.4
NANCY,LEVOTHYROXINE SODIUM,1,1312.4
NANCY,LOSARTAN POTASSIUM,1,264.99
NANCY,LOSARTAN-HYDROCHLOROTHIAZIDE,1,117.6
NANCY,METFORMIN HCL,1,78.74
NANCY,OMEPRAZOLE,1,177.66
NANCY,SYNTHROID,1,735.79
NANCY,TRIAMTERENE-HYDROCHLOROTHIAZID,1,165.61
ZITHROMAX TRI-PAK,1,4913.64
VIJAYKUMAR,ACETAMINOPHEN-CODEINE,1,140.16
VIJAYKUMAR,ADVAIR DISKUS,1,12640.6
VIJAYKUMAR,ALCOHOL PADS,1,595.23
VIJAYKUMAR,ALENDRONATE SODIUM,1,193.19
VIJAYKUMAR,ALLOPURINOL,1,500.28
VIJAYKUMAR,ALPRAZOLAM,1,149.87
VIJAYKUMAR,AMLODIPINE BESYLATE,1,1534.13
VIJAYKUMAR,AMLODIPINE BESYLATE-BENAZEPRIL,1,703.72
VIJAYKUMAR,AMLODIPINE-VALSARTAN,1,2811.66
VIJAYKUMAR,AMOXICILLIN,1,123.52
VIJAYKUMAR,ATENOLOL,1,144.92
VIJAYKUMAR,ATORVASTATIN CALCIUM,1,5218.35
VIJAYKUMAR,AZITHROMYCIN,1,374.86
VIJAYKUMAR,BETAMETHASONE VALERATE,1,760.4
VIJAYKUMAR,BUPROPION HCL SR,1,307.68
VIJAYKUMAR,CARVEDILOL,1,1114.79
VIJAYKUMAR,CELECOXIB,1,3004.71
VIJAYKUMAR,CIPROFLOXACIN HCL,1,232.68
VIJAYKUMAR,CLOPIDOGREL,1,782.0
VIJAYKUMAR,CLOTRIMAZOLE-BETAMETHASONE,1,409.17
VIJAYKUMAR,COMBIVENT RESPIMAT,1,9171.91
VIJAYKUMAR,CYCLOBENZAPRINE HCL,1,148.23
VIJAYKUMAR,DEXILANT,1,3799.94
VIJAYKUMAR,ENALAPRIL MALEATE,1,2451.19
VIJAYKUMAR,FAMOTIDINE,1,155.05
VIJAYKUMAR,FENOFIBRATE,2,1552.46
VIJAYKUMAR,FINASTERIDE,1,429.97
VIJAYKUMAR,FLUOXETINE HCL,1,172.21
VIJAYKUMAR,FLUTICASONE PROPIONATE,1,281.07
VIJAYKUMAR,FUROSEMIDE,1,744.81
VIJAYKUMAR,GABAPENTIN,1,695.75
VIJAYKUMAR,GLIMEPIRIDE,1,443.34
VIJAYKUMAR,GLIPIZIDE,1,203.06
VIJAYKUMAR,GLIPIZIDE ER,1,514.79
VIJAYKUMAR,GLIPIZIDE XL,1,191.64
VIJAYKUMAR,GLIPIZIDE-METFORMIN,1,1079.56
VIJAYKUMAR,HYDROCHLOROTHIAZIDE,1,150.38
VIJAYKUMAR,HYDROCODONE-ACETAMINOPHEN,1,170.32
VIJAYKUMAR,IBANDRONATE SODIUM,1,535.39
VIJAYKUMAR,KLOR-CON M20,1,527.18
VIJAYKUMAR,LEVOFLOXACIN,1,191.21
VIJAYKUMAR,LEVOTHYROXINE SODIUM,1,3028.5
VIJAYKUMAR,LISINOPRIL,1,963.9
VIJAYKUMAR,LISINOPRIL-HYDROCHLOROTHIAZIDE,1,155.54
VIJAYKUMAR,LORAZEPAM,1,82.05
VIJAYKUMAR,LOSARTAN POTASSIUM,1,1146.12
VIJAYKUMAR,LOSARTAN-HYDROCHLOROTHIAZIDE,1,1565.08
VIJAYKUMAR,MELOXICAM,1,837.8
VIJAYKUMAR,METFORMIN HCL,1,1154.91
VIJAYKUMAR,METFORMIN HCL ER,1,639.19
VIJAYKUMAR,METHYLPREDNISOLONE,1,298.92
VIJAYKUMAR,METOPROLOL SUCCINATE,1,2451.62
VIJAYKUMAR,METOPROLOL TARTRATE,1,469.72
VIJAYKUMAR,MIRTAZAPINE,1,465.58
VIJAYKUMAR,MONTELUKAST SODIUM,1,611.5
VIJAYKUMAR,NAMENDA XR,1,4413.88
VIJAYKUMAR,NIACIN ER,1,761.67
VIJAYKUMAR,NOVOLIN 70-30,1,1385.76
VIJAYKUMAR,OMEPRAZOLE,1,2092.98
VIJAYKUMAR,PANTOPRAZOLE SODIUM,1,462.91
VIJAYKUMAR,PAROXETINE HCL,1,228.51
VIJAYKUMAR,PIOGLITAZONE HCL,1,837.15
VIJAYKUMAR,POTASSIUM CHLORIDE,1,758.51
VIJAYKUMAR,PRAVASTATIN SODIUM,1,845.5
VIJAYKUMAR,PROAIR HFA,1,3398.62
VIJAYKUMAR,RAMIPRIL,1,199.92
VIJAYKUMAR,RANITIDINE HCL,1,841.84
VIJAYKUMAR,SERTRALINE HCL,1,356.34
VIJAYKUMAR,SIMVASTATIN,1,1014.95
VIJAYKUMAR,SPIRIVA,1,11314.5
VIJAYKUMAR,SPIRONOLACTONE,1,113.63
VIJAYKUMAR,SYMBICORT,1,15762.96
VIJAYKUMAR,TAMSULOSIN HCL,1,1353.12
VIJAYKUMAR,TERAZOSIN HCL,1,114.52
VIJAYKUMAR,THEOPHYLLINE ANHYDROUS,1,540.29
VIJAYKUMAR,TIROSINT,1,1261.53
VIJAYKUMAR,TORSEMIDE,1,205.93
VIJAYKUMAR,TRAMADOL HCL,1,332.23
VIJAYKUMAR,TRIAMCINOLONE ACETONIDE,1,346.52
VIJAYKUMAR,TRIAMTERENE-HYDROCHLOROTHIAZID,1,164.14
VIJAYKUMAR,VALSARTAN,1,3242.67
VIJAYKUMAR,VALSARTAN-HYDROCHLOROTHIAZIDE,1,556.64
VIJAYKUMAR,WARFARIN SODIUM,1,211.83
BHADRIK,AMOXICILLIN,1,42.78
BHADRIK,AMOXICILLIN-CLAVULANATE POTASS,1,180.73
BHADRIK,AZITHROMYCIN,1,224.55
BHADRIK,CIPROFLOXACIN HCL,1,49.29
BHADRIK,LEVOFLOXACIN,1,137.23
BHADRIK,METHYLPREDNISOLONE,1,322.5
BHADRIK,PREDNISONE,1,91.57
BHADRIK,SULFAMETHOXAZOLE-TRIMETHOPRIM,1,37.63
MANNITOL,3,358.54
ROBERT,CEFUROXIME,1,1048.42
EFRAIN,OXYCODONE-ACETAMINOPHEN,1,395.76
EFRAIN,TRAMADOL HCL,1,376.55
OB COMPLETE,2,1788.14
CAMRESE,1,882.11
GARY,AMOXICILLIN,1,64.26
DAVID,AMOXICILLIN-CLAVULANATE POTASS,1,159.81
DAVID,AZELASTINE HCL,1,465.81
DAVID,AZITHROMYCIN,1,136.59
DAVID,CEFUROXIME,1,1410.44
DAVID,CEPHALEXIN,1,246.27
DAVID,HYDROCODONE-ACETAMINOPHEN,2,398.74
DAVID,METHYLPREDNISOLONE,1,385.95
DAVID,MUPIROCIN,1,259.73
DAVID,NITROFURANTOIN MONO-MACRO,1,254.32
DAVID,OFLOXACIN,1,728.02
DAVID,PREDNISONE,1,190.41
DAVID,SULFAMETHOXAZOLE-TRIMETHOPRIM,1,93.22
DAVID,TRIAMCINOLONE ACETONIDE,1,171.8
DAVID,VALACYCLOVIR,1,258.22
PROGESTERONE IN OIL,2,1998.9899999999998
C-NATE DHA,1,613.98
MITCHELL,AMOXICILLIN,1,188.37
MITCHELL,CHLORHEXIDINE GLUCONATE,1,179.17
MITCHELL,CIPROFLOXACIN HCL,1,118.79
MITCHELL,DEXAMETHASONE,1,56.47
MITCHELL,HYDROCODONE-ACETAMINOPHEN,1,358.17
MITCHELL,IBUPROFEN,1,53.09
TOMAS,ACTONEL,1,4219.25
TOMAS,ADVAIR DISKUS,1,6107.52
TOMAS,ALCOHOL PREP PADS,1,168.25
TOMAS,ALENDRONATE SODIUM,1,192.52
TOMAS,ALLOPURINOL,1,497.93
TOMAS,AMLODIPINE BESYLATE,1,585.34
TOMAS,AMLODIPINE BESYLATE-BENAZEPRIL,1,225.4
TOMAS,ATENOLOL,1,37.37
TOMAS,ATORVASTATIN CALCIUM,1,509.5
TOMAS,BYETTA,1,10918.82
TOMAS,CARVEDILOL,1,379.34
TOMAS,CEPHALEXIN,1,147.16
TOMAS,CHLORTHALIDONE,1,275.09
TOMAS,CIPROFLOXACIN HCL,1,163.58
TOMAS,CLONIDINE HCL,1,177.55
TOMAS,CLOTRIMAZOLE-BETAMETHASONE,1,563.6
TOMAS,CRESTOR,1,9642.16
TOMAS,DICLOFENAC POTASSIUM,1,534.6
TOMAS,DICLOFENAC SODIUM,1,306.0
TOMAS,DILT-XR,1,735.47
TOMAS,DILTIAZEM ER,1,470.27
TOMAS,ESCITALOPRAM OXALATE,1,79.86
TOMAS,FENOFIBRATE,1,6186.66
TOMAS,FUROSEMIDE,1,129.64
TOMAS,GABAPENTIN,1,1378.38
TOMAS,GEMFIBROZIL,1,262.78
TOMAS,GLIMEPIRIDE,1,738.9
TOMAS,HUMULIN 70-30,1,4545.37
TOMAS,HYDROCHLOROTHIAZIDE,1,70.52
TOMAS,HYDROCODONE-ACETAMINOPHEN,1,98.09
TOMAS,IBANDRONATE SODIUM,1,8983.01
TOMAS,ISOSORBIDE DINITRATE,1,1102.74
TOMAS,JANUVIA,1,15612.52
TOMAS,LABETALOL HCL,1,224.32
TOMAS,LANOXIN,1,1380.34
TOMAS,LANSOPRAZOLE,1,339.42
TOMAS,LEVOFLOXACIN,1,45.69
TOMAS,LEVOTHYROXINE SODIUM,1,4727.6
TOMAS,LIDOCAINE-PRILOCAINE,1,4705.17
TOMAS,LISINOPRIL,1,817.05
TOMAS,LISINOPRIL-HYDROCHLOROTHIAZIDE,1,1271.29
TOMAS,LOSARTAN POTASSIUM,1,284.06
TOMAS,LOSARTAN-HYDROCHLOROTHIAZIDE,1,221.93
TOMAS,LOVASTATIN,1,37.81
TOMAS,LYRICA,1,10699.04
TOMAS,MECLIZINE HCL,1,67.93
TOMAS,MELOXICAM,1,416.13
TOMAS,METFORMIN HCL,1,973.02
TOMAS,METOPROLOL SUCCINATE,1,898.94
TOMAS,METOPROLOL TARTRATE,1,316.69
TOMAS,MONTELUKAST SODIUM,1,202.2
TOMAS,NEXIUM,1,11165.36
TOMAS,NIACIN ER,1,859.88
TOMAS,OMEGA-3 ACID ETHYL ESTERS,1,5148.03
TOMAS,OMEPRAZOLE,1,1608.35
TOMAS,OXYBUTYNIN CHLORIDE ER,1,401.23
TOMAS,PANTOPRAZOLE SODIUM,1,286.4
TOMAS,PAROXETINE HCL,1,288.51
TOMAS,PENTOXIFYLLINE,1,233.81
TOMAS,PIROXICAM,1,533.28
TOMAS,POTASSIUM CHLORIDE,1,1896.01
TOMAS,PRAVASTATIN SODIUM,1,3213.62
TOMAS,PROAIR HFA,1,5175.67
TOMAS,RALOXIFENE HCL,1,8995.53
TOMAS,RISEDRONATE SODIUM,1,1050.13
TOMAS,SERTRALINE HCL,1,89.34
TOMAS,SIMVASTATIN,1,507.43
TOMAS,SPIRIVA,1,16313.05
TOMAS,TAMSULOSIN HCL,1,455.76
TOMAS,TEMAZEPAM,1,129.96
TOMAS,TRAMADOL HCL,1,483.2
TOMAS,TRAZODONE HCL,1,63.93
TOMAS,TRIAMCINOLONE ACETONIDE,1,299.74
TOMAS,TRIAMTERENE-HYDROCHLOROTHIAZID,1,279.14
TOMAS,TRIHEXYPHENIDYL HCL,1,235.25
TOMAS,TRIMETHOPRIM,1,94.9
TOMAS,VICTOZA 3-PAK,1,9491.44
TOMAS,WARFARIN SODIUM,1,264.46
TOMAS,ZETIA,1,24679.66
TOMAS,ZOLPIDEM TARTRATE,1,134.32
OXYCODONE HCL-IBUPROFEN,2,2017.21
MARCUS,ALENDRONATE SODIUM,1,83.86
MARCUS,ALPRAZOLAM,1,156.37
MARCUS,AMLODIPINE BESYLATE,1,61.36
MARCUS,AZITHROMYCIN,1,233.64
MARCUS,BYSTOLIC,1,1431.97
MARCUS,CAPTOPRIL,1,1894.78
MARCUS,CLOPIDOGREL,1,94.11
MARCUS,DIAZEPAM,1,23.92
MARCUS,DOXAZOSIN MESYLATE,1,499.1
MARCUS,GLIPIZIDE,1,56.51
MARCUS,HYDRALAZINE HCL,1,139.29
MARCUS,HYDROCHLOROTHIAZIDE,1,96.41
MARCUS,HYDROCODONE-ACETAMINOPHEN,1,757.21
MARCUS,LACTULOSE,1,144.04
MARCUS,LEVOTHYROXINE SODIUM,1,282.21
MARCUS,METFORMIN HCL,1,99.53
MARCUS,METOPROLOL TARTRATE,1,110.86
MARCUS,MULTAQ,1,5676.24
MARCUS,OXYBUTYNIN CHLORIDE,1,557.44
MARCUS,QUETIAPINE FUMARATE,1,74.0
HALDOL,1,282.54
MATTHEW,HYDROCODONE-ACETAMINOPHEN,1,388.91
MATTHEW,NAPROXEN,1,163.22
MATTHEW,OXYCODONE-ACETAMINOPHEN,1,504.95
MATTHEW,PREDNISONE,1,141.07
METRO IV,4,1722.49
ROBINUL FORTE,1,3904.87
BIRUTE",ADVAIR DISKUS,1,4792.1
BIRUTE",AMOXICILLIN-CLAVULANATE POTASS,1,458.53
BIRUTE",AZITHROMYCIN,1,306.16
BIRUTE",CEFUROXIME,1,789.14
BIRUTE",CEPHALEXIN,1,83.72
BIRUTE",CIPROFLOXACIN HCL,1,153.86
BIRUTE",LEVOFLOXACIN,1,147.17
BIRUTE",METHYLPREDNISOLONE,1,358.33
BIRUTE",MONTELUKAST SODIUM,1,364.27
BIRUTE",MUPIROCIN,1,241.39
BIRUTE",NITROFURANTOIN MONO-MACRO,1,321.46
BIRUTE",PROAIR HFA,1,662.63
BIRUTE",VOLTAREN,1,703.17
SODIUM THIOSULFATE,1,2954.89
FOLCAL DHA,1,541.77
NAFCILLIN,2,19020.23
CHARLES,DEXTROAMPHETAMINE-AMPHETAMINE,2,2195.91
CHARLES,METHYLPHENIDATE ER,1,2323.99
PARAFON FORTE DSC,1,2694.51
JOSEPH,CEPHALEXIN,1,343.42
JOSEPH,PROMETHAZINE HCL,1,84.52
JOSEPH,ZOSTAVAX,1,2736.9
VIDAZA,2,153736.87
DISKETS,1,100.07
VASELINE PETROLEUM,1,98.64
INSULIN PEN NEEDLE,1,64.59
KENNETH,HYDROMORPHONE HCL,1,245.44
KENNETH,METHADONE HCL,1,470.5
KENNETH,PRAMIPEXOLE DIHYDROCHLORIDE,1,168.51
SFROWASA,1,15798.32
JOSE,HYDROCODONE-ACETAMINOPHEN,1,421.7
JOSE,OXYCODONE HCL,1,811.17
JOSE,OXYCODONE-ACETAMINOPHEN,1,2569.25
CONDYLOX,1,4411.16
TANISHA,AMMONIUM LACTATE,1,19280.19
TANISHA,AMOXICILLIN-CLAVULANATE POTASS,1,532.48
TANISHA,CICLOPIROX,2,1279.4
TANISHA,COLCHICINE,1,2002.25
TANISHA,ECONAZOLE NITRATE,1,83946.09
TANISHA,GABAPENTIN,1,8867.22
TANISHA,HYDROCORTISONE,1,286.59
TANISHA,LIDOCAINE-PRILOCAINE,1,31662.59
TANISHA,LYRICA,1,48719.52
TANISHA,SANTYL,1,12439.55
TANISHA,SILVER SULFADIAZINE,1,154.3
TANISHA,SSD,1,211.71
TANISHA,VOLTAREN,1,1870.52
WILLIAM,AZATHIOPRINE,1,988.55
WILLIAM,CELECOXIB,2,8037.389999999999
WILLIAM,ENBREL,1,134489.44
WILLIAM,HUMIRA,1,75963.59
WILLIAM,HUMIRA PEN,1,329144.16
WILLIAM,HYDROXYCHLOROQUINE SULFATE,1,10484.91
WILLIAM,KINERET,1,48831.57
WILLIAM,LEFLUNOMIDE,1,1583.67
WILLIAM,LYRICA,2,21505.98
WILLIAM,METHOTREXATE,1,7966.36
WILLIAM,PILOCARPINE HCL,1,1197.32
WILLIAM,SULFASALAZINE,1,937.79
ROSADAN,2,3718.4
PHILO,ABILIFY,1,9213.08
PHILO,ACETAMINOPHEN-CODEINE,1,4014.49
PHILO,ACYCLOVIR,1,256.93
PHILO,ADVAIR DISKUS,1,4643.3
PHILO,ALENDRONATE SODIUM,1,114.92
PHILO,ALLOPURINOL,1,403.75
PHILO,ALPRAZOLAM,1,827.31
PHILO,AMITRIPTYLINE HCL,1,1552.53
PHILO,AMLODIPINE BESYLATE,1,653.1
PHILO,ARIPIPRAZOLE,1,16604.11
PHILO,ARMOUR THYROID,1,636.84
PHILO,ATENOLOL,1,192.1
PHILO,ATORVASTATIN CALCIUM,1,1093.32
PHILO,ATROVENT HFA,1,5579.34
PHILO,AZITHROMYCIN,1,240.42
PHILO,BENAZEPRIL HCL,1,86.38
PHILO,BUMETANIDE,1,414.4
PHILO,BUPROPION HCL SR,1,224.21
PHILO,BYSTOLIC,1,2220.06
PHILO,CARISOPRODOL,1,486.58
PHILO,CARVEDILOL,1,426.68
PHILO,CEPHALEXIN,1,136.26
PHILO,CIPROFLOXACIN HCL,1,130.04
PHILO,CITALOPRAM HBR,1,191.55
PHILO,CLONAZEPAM,1,548.72
PHILO,CLONIDINE HCL,1,235.28
PHILO,CYCLOBENZAPRINE HCL,1,365.87
PHILO,DEXILANT,1,7797.45
PHILO,DIAZEPAM,1,366.2
PHILO,DICLOFENAC SODIUM,1,293.77
PHILO,DOXYCYCLINE HYCLATE,1,1052.52
PHILO,DULOXETINE HCL,1,4923.44
PHILO,ENALAPRIL MALEATE,1,310.97
PHILO,ESCITALOPRAM OXALATE,1,105.98
PHILO,ESTRADIOL,1,439.99
PHILO,FENOFIBRATE,1,2318.75
PHILO,FLUCONAZOLE,1,1057.46
PHILO,FLUOXETINE HCL,1,273.28
PHILO,FLUTICASONE PROPIONATE,1,211.42
PHILO,FUROSEMIDE,1,293.18
